,idind,b2d,c3,c5,c6,c7,c7b,c8,i18,i19,job,wave,c2,c4_89,c5_89,c6_89,c7_89,i100,i101,i102,i103,wage89_imp,c8_cln,i19_cln,hhid,line,commid,t1,t2,t3,t4,t5
11022,232203017001.0,,1.0,2.0,2.0,4.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,232203017.0,1.0,232203.0,23.0,2.0,2.0,3.0,17.0
11024,232203017002.0,,1.0,3.0,4.0,10.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232203017.0,2.0,232203.0,23.0,2.0,2.0,3.0,17.0
11033,232203020002.0,,4.0,5.0,3.0,15.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232203020.0,2.0,232203.0,23.0,2.0,2.0,3.0,20.0
11035,232203020121.0,,4.0,5.0,3.0,15.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232203020.0,121.0,232203.0,23.0,2.0,2.0,3.0,20.0
11050,232203083002.0,,3.0,4.0,7.0,24.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232203083.0,2.0,232203.0,23.0,2.0,2.0,3.0,83.0
11053,232203084001.0,,6.0,7.0,10.0,70.0,1.0,1500.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232203084.0,1.0,232203.0,23.0,2.0,2.0,3.0,84.0
11054,232203084001.0,,1.0,4.0,4.0,0.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,232203084.0,1.0,232203.0,23.0,2.0,2.0,3.0,84.0
11057,232203084002.0,,12.0,6.0,10.0,60.0,1.0,600.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232203084.0,2.0,232203.0,23.0,2.0,2.0,3.0,84.0
11060,232203101001.0,,4.0,1.0,2.0,8.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232203101.0,1.0,232203.0,23.0,2.0,2.0,3.0,101.0
11064,232203101002.0,,3.0,2.0,3.0,6.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232203101.0,2.0,232203.0,23.0,2.0,2.0,3.0,101.0
11065,232203101002.0,,3.0,7.0,11.0,77.0,1.0,1000.0,0.0,,2.0,2009.0,2.0,,,,,,,,,,,,232203101.0,2.0,232203.0,23.0,2.0,2.0,3.0,101.0
11069,232203121001.0,,4.0,7.0,8.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232203121.0,1.0,232203.0,23.0,2.0,2.0,3.0,121.0
11071,232203121002.0,,4.0,7.0,8.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232203121.0,2.0,232203.0,23.0,2.0,2.0,3.0,121.0
11072,232203122001.0,,4.0,5.0,5.0,25.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,2000.0,,,,232203122.0,1.0,232203.0,23.0,2.0,2.0,3.0,122.0
11075,232203122002.0,,5.0,4.0,7.0,15.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232203122.0,2.0,232203.0,23.0,2.0,2.0,3.0,122.0
11077,232203123002.0,,2.0,5.0,6.0,6.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232203123.0,2.0,232203.0,23.0,2.0,2.0,3.0,123.0
11079,232203123003.0,,12.0,4.0,8.0,32.0,1.0,1200.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232203123.0,3.0,232203.0,23.0,2.0,2.0,3.0,123.0
11080,232203125001.0,,5.0,3.0,10.0,30.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232203125.0,1.0,232203.0,23.0,2.0,2.0,3.0,125.0
11081,232203125001.0,,7.0,5.0,8.0,40.0,1.0,800.0,0.0,,2.0,2009.0,2.0,,,,,,,,,,,,232203125.0,1.0,232203.0,23.0,2.0,2.0,3.0,125.0
11083,232203125002.0,,5.0,3.0,10.0,30.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232203125.0,2.0,232203.0,23.0,2.0,2.0,3.0,125.0
11088,232204001001.0,,5.0,7.0,6.0,42.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,6000.0,1.0,1500.0,,,,232204001.0,1.0,232204.0,23.0,2.0,2.0,4.0,1.0
11094,232204002001.0,,5.0,5.0,7.0,30.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232204002.0,1.0,232204.0,23.0,2.0,2.0,4.0,2.0
11098,232204002002.0,,5.0,5.0,6.0,20.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232204002.0,2.0,232204.0,23.0,2.0,2.0,4.0,2.0
11106,232204003001.0,,5.0,5.0,5.0,15.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232204003.0,1.0,232204.0,23.0,2.0,2.0,4.0,3.0
11109,232204003002.0,,5.0,5.0,6.0,30.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232204003.0,2.0,232204.0,23.0,2.0,2.0,4.0,3.0
11113,232204004001.0,,3.0,7.0,12.0,7.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,1200.0,1.0,200.0,,,,232204004.0,1.0,232204.0,23.0,2.0,2.0,4.0,4.0
11117,232204004002.0,,3.0,6.0,5.0,30.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,1400.0,1.0,200.0,,,,232204004.0,2.0,232204.0,23.0,2.0,2.0,4.0,4.0
11121,232204005001.0,,5.0,4.0,8.0,32.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,600.0,0.0,,,,,232204005.0,1.0,232204.0,23.0,2.0,2.0,4.0,5.0
11124,232204005002.0,,5.0,4.0,8.0,32.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,600.0,0.0,,,,,232204005.0,2.0,232204.0,23.0,2.0,2.0,4.0,5.0
11130,232204007001.0,,5.0,7.0,7.0,20.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232204007.0,1.0,232204.0,23.0,2.0,2.0,4.0,7.0
11132,232204007002.0,,5.0,7.0,4.0,28.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232204007.0,2.0,232204.0,23.0,2.0,2.0,4.0,7.0
11135,232204008001.0,,6.0,7.0,8.0,30.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232204008.0,1.0,232204.0,23.0,2.0,2.0,4.0,8.0
11138,232204008002.0,,5.0,5.0,6.0,30.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232204008.0,2.0,232204.0,23.0,2.0,2.0,4.0,8.0
11142,232204009001.0,,6.0,4.0,4.0,16.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,1000.0,1.0,1050.0,,,,232204009.0,1.0,232204.0,23.0,2.0,2.0,4.0,9.0
11151,232204013001.0,,5.0,5.0,8.0,30.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,300.0,,,,232204013.0,1.0,232204.0,23.0,2.0,2.0,4.0,13.0
11154,232204013002.0,,5.0,5.0,8.0,40.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,300.0,,,,232204013.0,2.0,232204.0,23.0,2.0,2.0,4.0,13.0
11160,232204014001.0,,3.0,5.0,4.0,20.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,480.0,0.0,,,,,232204014.0,1.0,232204.0,23.0,2.0,2.0,4.0,14.0
11163,232204016001.0,,6.0,5.0,6.0,30.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,500.0,1.0,500.0,,,,232204016.0,1.0,232204.0,23.0,2.0,2.0,4.0,16.0
11166,232204016002.0,,3.0,7.0,5.0,35.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,500.0,1.0,500.0,,,,232204016.0,2.0,232204.0,23.0,2.0,2.0,4.0,16.0
11172,232204017001.0,,12.0,7.0,8.0,56.0,1.0,1500.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232204017.0,1.0,232204.0,23.0,2.0,2.0,4.0,17.0
11175,232204017002.0,,12.0,7.0,10.0,70.0,1.0,1000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232204017.0,2.0,232204.0,23.0,2.0,2.0,4.0,17.0
11178,232204018001.0,,3.0,6.0,9.0,54.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,1500.0,0.0,,,,,232204018.0,1.0,232204.0,23.0,2.0,2.0,4.0,18.0
11179,232204018001.0,,3.0,7.0,8.0,56.0,1.0,500.0,0.0,,2.0,2009.0,2.0,,,,,,,,,,,,232204018.0,1.0,232204.0,23.0,2.0,2.0,4.0,18.0
11183,232204018002.0,,3.0,7.0,10.0,70.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,1500.0,0.0,,,,,232204018.0,2.0,232204.0,23.0,2.0,2.0,4.0,18.0
11188,232204019001.0,,9.0,5.0,8.0,40.0,1.0,1800.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232204019.0,1.0,232204.0,23.0,2.0,2.0,4.0,19.0
11193,232204019002.0,,12.0,6.0,8.0,48.0,1.0,1000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232204019.0,2.0,232204.0,23.0,2.0,2.0,4.0,19.0
11194,232204019002.0,,3.0,1.0,3.0,3.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,232204019.0,2.0,232204.0,23.0,2.0,2.0,4.0,19.0
11198,232204020001.0,,3.0,7.0,10.0,70.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,300.0,1.0,200.0,,,,232204020.0,1.0,232204.0,23.0,2.0,2.0,4.0,20.0
11206,232204086001.0,,12.0,7.0,9.0,63.0,1.0,1500.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232204086.0,1.0,232204.0,23.0,2.0,2.0,4.0,86.0
11209,232204086002.0,,12.0,7.0,12.0,84.0,1.0,1500.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232204086.0,2.0,232204.0,23.0,2.0,2.0,4.0,86.0
11212,232204087001.0,1260.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,300.0,,,,232204087.0,1.0,232204.0,23.0,2.0,2.0,4.0,87.0
11215,232204088001.0,,4.0,5.0,13.0,65.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232204088.0,1.0,232204.0,23.0,2.0,2.0,4.0,88.0
11219,232204088002.0,,3.0,7.0,12.0,70.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232204088.0,2.0,232204.0,23.0,2.0,2.0,4.0,88.0
11233,232205064001.0,900.0,,,,,,,,,1.0,2009.0,1.0,,,,,1.0,3000.0,0.0,,,,,232205064.0,1.0,232205.0,23.0,2.0,2.0,5.0,64.0
11236,232205064002.0,750.0,,,,,,,,,1.0,2009.0,1.0,,,,,1.0,3000.0,0.0,,,,,232205064.0,2.0,232205.0,23.0,2.0,2.0,5.0,64.0
11240,232205064003.0,,12.0,7.0,10.0,70.0,1.0,1200.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232205064.0,3.0,232205.0,23.0,2.0,2.0,5.0,64.0
11242,232205064121.0,,12.0,7.0,10.0,70.0,1.0,1200.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232205064.0,121.0,232205.0,23.0,2.0,2.0,5.0,64.0
11246,232205065002.0,,12.0,6.0,10.0,60.0,1.0,2000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232205065.0,2.0,232205.0,23.0,2.0,2.0,5.0,65.0
11251,232205066002.0,715.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232205066.0,2.0,232205.0,23.0,2.0,2.0,5.0,66.0
11268,232205069002.0,,12.0,7.0,12.0,84.0,1.0,1500.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232205069.0,2.0,232205.0,23.0,2.0,2.0,5.0,69.0
11270,232205069003.0,,12.0,7.0,8.0,56.0,1.0,500.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232205069.0,3.0,232205.0,23.0,2.0,2.0,5.0,69.0
11286,232205072001.0,,12.0,5.0,8.0,40.0,1.0,1500.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232205072.0,1.0,232205.0,23.0,2.0,2.0,5.0,72.0
11291,232205072002.0,,12.0,7.0,10.0,70.0,1.0,1400.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232205072.0,2.0,232205.0,23.0,2.0,2.0,5.0,72.0
11299,232205074001.0,1430.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,150.0,,,,232205074.0,1.0,232205.0,23.0,2.0,2.0,5.0,74.0
11305,232205076001.0,,12.0,7.0,12.0,84.0,1.0,1000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232205076.0,1.0,232205.0,23.0,2.0,2.0,5.0,76.0
11309,232205076002.0,,12.0,5.0,8.0,40.0,1.0,850.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232205076.0,2.0,232205.0,23.0,2.0,2.0,5.0,76.0
11314,232205079001.0,,6.0,7.0,8.0,56.0,1.0,400.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232205079.0,1.0,232205.0,23.0,2.0,2.0,5.0,79.0
11318,232205079002.0,800.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232205079.0,2.0,232205.0,23.0,2.0,2.0,5.0,79.0
11324,232205080001.0,,12.0,5.0,8.0,40.0,1.0,500.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232205080.0,1.0,232205.0,23.0,2.0,2.0,5.0,80.0
11336,232205081001.0,,12.0,5.0,8.0,40.0,1.0,1500.0,0.0,,1.0,2009.0,1.0,,,,,1.0,190.0,0.0,,,,,232205081.0,1.0,232205.0,23.0,2.0,2.0,5.0,81.0
11339,232205081002.0,,12.0,7.0,11.0,77.0,1.0,1500.0,0.0,,1.0,2009.0,1.0,,,,,1.0,190.0,0.0,,,,,232205081.0,2.0,232205.0,23.0,2.0,2.0,5.0,81.0
11342,232205121001.0,1400.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232205121.0,1.0,232205.0,23.0,2.0,2.0,5.0,121.0
11343,232205121002.0,800.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232205121.0,2.0,232205.0,23.0,2.0,2.0,5.0,121.0
11344,232205122001.0,,12.0,5.0,8.0,40.0,1.0,1600.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232205122.0,1.0,232205.0,23.0,2.0,2.0,5.0,122.0
11346,232205122002.0,,12.0,5.0,8.0,40.0,1.0,850.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232205122.0,2.0,232205.0,23.0,2.0,2.0,5.0,122.0
11349,232205123002.0,,12.0,5.0,8.0,40.0,1.0,850.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232205123.0,2.0,232205.0,23.0,2.0,2.0,5.0,123.0
11351,232205124001.0,,4.0,7.0,10.0,70.0,1.0,1400.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,1.0,200.0,,,,232205124.0,1.0,232205.0,23.0,2.0,2.0,5.0,124.0
11353,232205125001.0,1900.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232205125.0,1.0,232205.0,23.0,2.0,2.0,5.0,125.0
11369,232301001001.0,,12.0,5.0,8.0,40.0,1.0,1800.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301001.0,1.0,232301.0,23.0,2.0,3.0,1.0,1.0
11376,232301002001.0,,12.0,5.0,8.0,40.0,1.0,2200.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301002.0,1.0,232301.0,23.0,2.0,3.0,1.0,2.0
11382,232301002002.0,,12.0,5.0,8.0,40.0,1.0,1700.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301002.0,2.0,232301.0,23.0,2.0,3.0,1.0,2.0
11388,232301003001.0,,12.0,5.0,8.0,40.0,1.0,1760.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301003.0,1.0,232301.0,23.0,2.0,3.0,1.0,3.0
11406,232301005001.0,,12.0,5.0,7.0,35.0,1.0,1120.0,1.0,600.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301005.0,1.0,232301.0,23.0,2.0,3.0,1.0,5.0
11411,232301005002.0,,12.0,7.0,8.0,56.0,1.0,450.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301005.0,2.0,232301.0,23.0,2.0,3.0,1.0,5.0
11417,232301007001.0,,9.0,5.0,8.0,40.0,1.0,2300.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301007.0,1.0,232301.0,23.0,2.0,3.0,1.0,7.0
11423,232301007002.0,,12.0,5.0,8.0,40.0,1.0,1800.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301007.0,2.0,232301.0,23.0,2.0,3.0,1.0,7.0
11429,232301008001.0,,12.0,5.0,8.0,40.0,1.0,1700.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301008.0,1.0,232301.0,23.0,2.0,3.0,1.0,8.0
11436,232301008002.0,,12.0,5.0,8.0,40.0,1.0,1600.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301008.0,2.0,232301.0,23.0,2.0,3.0,1.0,8.0
11443,232301009001.0,,12.0,5.0,8.0,40.0,1.0,1700.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301009.0,1.0,232301.0,23.0,2.0,3.0,1.0,9.0
11449,232301009002.0,,12.0,5.0,8.0,40.0,1.0,1300.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301009.0,2.0,232301.0,23.0,2.0,3.0,1.0,9.0
11455,232301010001.0,,12.0,5.0,8.0,40.0,1.0,1680.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301010.0,1.0,232301.0,23.0,2.0,3.0,1.0,10.0
11461,232301010002.0,,12.0,5.0,8.0,40.0,1.0,1420.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301010.0,2.0,232301.0,23.0,2.0,3.0,1.0,10.0
11466,232301011001.0,,12.0,5.0,8.0,40.0,1.0,1000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301011.0,1.0,232301.0,23.0,2.0,3.0,1.0,11.0
11472,232301011002.0,,12.0,5.0,7.0,35.0,1.0,1500.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301011.0,2.0,232301.0,23.0,2.0,3.0,1.0,11.0
11478,232301012001.0,,12.0,3.0,12.0,36.0,1.0,1500.0,1.0,2400.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301012.0,1.0,232301.0,23.0,2.0,3.0,1.0,12.0
11485,232301012002.0,,12.0,5.0,7.0,35.0,1.0,1600.0,1.0,600.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301012.0,2.0,232301.0,23.0,2.0,3.0,1.0,12.0
11492,232301013001.0,,12.0,5.0,7.0,35.0,1.0,1240.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301013.0,1.0,232301.0,23.0,2.0,3.0,1.0,13.0
11499,232301014001.0,,12.0,5.0,8.0,40.0,1.0,1500.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301014.0,1.0,232301.0,23.0,2.0,3.0,1.0,14.0
11504,232301014002.0,,12.0,5.0,8.0,40.0,1.0,1500.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301014.0,2.0,232301.0,23.0,2.0,3.0,1.0,14.0
11510,232301015001.0,,12.0,5.0,8.0,40.0,1.0,2400.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301015.0,1.0,232301.0,23.0,2.0,3.0,1.0,15.0
11516,232301015002.0,,12.0,5.0,8.0,40.0,1.0,2100.0,1.0,500.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301015.0,2.0,232301.0,23.0,2.0,3.0,1.0,15.0
11522,232301016001.0,,12.0,5.0,7.0,35.0,1.0,1800.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301016.0,1.0,232301.0,23.0,2.0,3.0,1.0,16.0
11529,232301016002.0,,12.0,5.0,8.0,40.0,1.0,1000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301016.0,2.0,232301.0,23.0,2.0,3.0,1.0,16.0
11537,232301017001.0,,12.0,5.0,7.0,35.0,1.0,1800.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301017.0,1.0,232301.0,23.0,2.0,3.0,1.0,17.0
11544,232301018001.0,,12.0,5.0,8.0,40.0,1.0,1700.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301018.0,1.0,232301.0,23.0,2.0,3.0,1.0,18.0
11552,232301018002.0,,12.0,5.0,7.0,35.0,1.0,1200.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301018.0,2.0,232301.0,23.0,2.0,3.0,1.0,18.0
11560,232301019001.0,,12.0,5.0,8.0,40.0,1.0,1800.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301019.0,1.0,232301.0,23.0,2.0,3.0,1.0,19.0
11565,232301019002.0,,12.0,5.0,8.0,40.0,1.0,1800.0,1.0,15000.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301019.0,2.0,232301.0,23.0,2.0,3.0,1.0,19.0
11570,232301020001.0,,12.0,5.0,8.0,40.0,1.0,2000.0,1.0,500.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301020.0,1.0,232301.0,23.0,2.0,3.0,1.0,20.0
11577,232301020002.0,,12.0,5.0,8.0,40.0,1.0,1800.0,1.0,600.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301020.0,2.0,232301.0,23.0,2.0,3.0,1.0,20.0
11580,232301121001.0,,12.0,5.0,8.0,40.0,1.0,1450.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301121.0,1.0,232301.0,23.0,2.0,3.0,1.0,121.0
11582,232301121002.0,,12.0,7.0,8.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301121.0,2.0,232301.0,23.0,2.0,3.0,1.0,121.0
11584,232301122002.0,,12.0,5.0,7.0,35.0,1.0,1200.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301122.0,2.0,232301.0,23.0,2.0,3.0,1.0,122.0
11586,232301123001.0,,12.0,5.0,6.0,30.0,1.0,1700.0,1.0,2000.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301123.0,1.0,232301.0,23.0,2.0,3.0,1.0,123.0
11588,232301123002.0,,12.0,5.0,6.0,30.0,1.0,2400.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232301123.0,2.0,232301.0,23.0,2.0,3.0,1.0,123.0
11618,232302002001.0,,6.0,3.0,3.0,2.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232302002.0,1.0,232302.0,23.0,2.0,3.0,2.0,2.0
11621,232302003001.0,,6.0,3.0,3.0,3.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232302003.0,1.0,232302.0,23.0,2.0,3.0,2.0,3.0
11625,232302004001.0,,6.0,3.0,4.0,-99.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232302004.0,1.0,232302.0,23.0,2.0,3.0,2.0,4.0
11629,232302005001.0,,6.0,3.0,4.0,3.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232302005.0,1.0,232302.0,23.0,2.0,3.0,2.0,5.0
11632,232302007001.0,,12.0,5.0,6.0,30.0,1.0,630.0,1.0,3000.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232302007.0,1.0,232302.0,23.0,2.0,3.0,2.0,7.0
11637,232302008001.0,,6.0,2.0,2.0,4.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,150.0,0.0,,,,,232302008.0,1.0,232302.0,23.0,2.0,3.0,2.0,8.0
11639,232302010001.0,,6.0,2.0,2.0,4.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,500.0,0.0,,,,,232302010.0,1.0,232302.0,23.0,2.0,3.0,2.0,10.0
11642,232302010002.0,,6.0,1.0,2.0,2.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232302010.0,2.0,232302.0,23.0,2.0,3.0,2.0,10.0
11644,232302011001.0,,6.0,3.0,3.0,12.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232302011.0,1.0,232302.0,23.0,2.0,3.0,2.0,11.0
11649,232302011002.0,,6.0,3.0,3.0,0.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232302011.0,2.0,232302.0,23.0,2.0,3.0,2.0,11.0
11653,232302012001.0,,6.0,3.0,3.0,9.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232302012.0,1.0,232302.0,23.0,2.0,3.0,2.0,12.0
11656,232302012002.0,,6.0,3.0,3.0,9.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232302012.0,2.0,232302.0,23.0,2.0,3.0,2.0,12.0
11662,232302013001.0,,6.0,3.0,4.0,12.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232302013.0,1.0,232302.0,23.0,2.0,3.0,2.0,13.0
11666,232302013003.0,,6.0,3.0,3.0,0.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232302013.0,3.0,232302.0,23.0,2.0,3.0,2.0,13.0
11670,232302014001.0,,6.0,4.0,3.0,0.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232302014.0,1.0,232302.0,23.0,2.0,3.0,2.0,14.0
11673,232302014002.0,,6.0,3.0,3.0,0.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232302014.0,2.0,232302.0,23.0,2.0,3.0,2.0,14.0
11675,232302015001.0,,6.0,3.0,3.0,0.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232302015.0,1.0,232302.0,23.0,2.0,3.0,2.0,15.0
11678,232302015002.0,,6.0,3.0,3.0,0.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,232302015.0,2.0,232302.0,23.0,2.0,3.0,2.0,15.0
11683,232302017001.0,,7.0,3.0,4.0,12.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,500.0,,,,232302017.0,1.0,232302.0,23.0,2.0,3.0,2.0,17.0
11684,232302017001.0,,2.0,5.0,8.0,0.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,232302017.0,1.0,232302.0,23.0,2.0,3.0,2.0,17.0
